station_id,district,rows,rent_MAE,return_MAE,net_flow_MAE
ST-2734,강동구,720,0.4187703488872639,0.31229921813128314,0.49283714030717213
ST-2343,성동구,720,0.3987994777878397,0.2956265104120819,0.48877317388720903
ST-491,마포구,720,0.4348350382777196,0.4562659477660453,0.4870073446942336
ST-3213,마포구,720,0.4573282206164956,0.13836801257905587,0.48542025428896324
ST-2780,은평구,720,0.41376994191828026,0.37846064484773856,0.4846890749714778
ST-2410,강남구,720,0.39629649847910436,0.37915361327717906,0.48172217742492673
ST-1463,중랑구,720,0.37252634329707335,0.20268620718712782,0.48171429166006513
ST-2586,송파구,720,0.3427832040911487,0.2838032534845502,0.48154601678448755
ST-1493,서대문구,720,0.511107392477536,0.2246580669148945,0.48147431340889685
ST-979,은평구,720,0.4138753349685235,0.204134909701876,0.4805502616299732
ST-1457,중랑구,720,0.3900564568565158,0.2789512977721662,0.4790541124647687
ST-3093,도봉구,720,0.3790621966724554,0.3364889908157069,0.47857441789046506
ST-2179,관악구,720,0.34883721302607756,0.32078902360399486,0.47778379244950064
ST-2262,은평구,720,0.388569287620861,0.35472576556716684,0.47761884273550853
ST-3245,강남구,720,0.37404296838150813,0.36403566923179337,0.47693971581686107
ST-2234,성북구,720,0.4732877027527091,0.12161584166914557,0.47556786585365113
ST-1702,도봉구,720,0.4353540272248567,0.11663069830760282,0.47490722294019505
ST-1958,구로구,720,0.4507894669186252,0.1403219389731324,0.4737711072178547
ST-2934,서초구,720,0.3903974052624841,0.35000282192935167,0.47373228572633147
ST-2783,은평구,720,0.34756459758185204,0.3718037307141808,0.47356064295728
ST-2781,은평구,720,0.4748798117361854,0.19925440004719203,0.4731693624216531
ST-1904,구로구,720,0.3695519140357982,0.3342666497269601,0.47048780829209347
ST-2913,노원구,720,0.37120698387593265,0.22508481246205822,0.46912001446719814
ST-3318,영등포구,720,0.4264664268809045,0.3255673083155803,0.46825389055459127
ST-3282,노원구,720,0.3119793781811301,0.3021980973923129,0.4674869271980006
ST-961,강남구,720,0.40768552807609537,0.20863354608683957,0.4664641947895122
ST-3271,마포구,720,0.4311476445287938,0.14861479283285667,0.46444621298443833
ST-3103,서대문구,720,0.3285907917061547,0.3019686664572567,0.46191411151675094
ST-2686,강남구,720,0.3311707098336064,0.31972210721446703,0.45962696948617476
ST-2656,송파구,720,0.38314873641063385,0.36431762997869277,0.4596044783789261
ST-731,양천구,720,0.30828564587658563,0.28933567240418506,0.459500532634668
ST-2647,송파구,720,0.3450153586657461,0.259378289858771,0.45820990900184216
ST-2829,구로구,720,0.3173954653119014,0.33927706286299936,0.45717962901597686
ST-1617,노원구,720,0.43770440509710085,0.0918131501933871,0.4566032719961142
ST-1391,성북구,720,0.3842872538216912,0.24218646638938576,0.45629362714326854
ST-2936,송파구,720,0.3524213611365936,0.3294743027361102,0.4554910513273705
